时间,类型,舰种,船只
2017/02/14 24:48:02,改修,駆逐艦,満潮(Lv.1)
2017/02/14 24:47:08,改修,駆逐艦,響(Lv.1)
2017/02/14 24:47:08,改修,駆逐艦,子日(Lv.1)
2017/02/14 24:47:08,改修,駆逐艦,響(Lv.1)
2017/02/14 24:47:08,改修,駆逐艦,子日(Lv.1)
2017/02/14 24:44:44,解体,駆逐艦,時雨(Lv.2)
2017/02/14 16:42:34,解体,駆逐艦,雷(Lv.2)
2017/02/14 16:31:53,解体,駆逐艦,満潮(Lv.1)
2017/02/14 16:25:26,解体,駆逐艦,文月(Lv.1)
2017/02/14 16:23:59,解体,駆逐艦,敷波(Lv.1)
2017/02/14 16:12:30,解体,駆逐艦,睦月(Lv.1)
2017/02/14 16:10:07,解体,駆逐艦,子日(Lv.1)
2017/02/14 16:07:58,解体,駆逐艦,響(Lv.1)
2017/02/14 16:04:29,解体,駆逐艦,響(Lv.1)
2017/02/14 15:60:50,解体,駆逐艦,満潮(Lv.2)
2017/02/14 15:55:55,解体,駆逐艦,五月雨(Lv.1)
2017/02/14 15:53:43,解体,駆逐艦,村雨(Lv.2)
2017/02/14 15:37:58,改修,駆逐艦,白雪(Lv.1)
2017/02/14 15:37:58,改修,駆逐艦,時雨(Lv.1)
2017/02/14 15:37:58,改修,駆逐艦,深雪(Lv.1)
2017/02/14 15:37:48,改修,軽巡洋艦,天龍(Lv.1)
2017/02/14 15:37:48,改修,駆逐艦,暁(Lv.1)
2017/02/14 15:37:48,改修,駆逐艦,菊月(Lv.1)
2017/02/14 15:37:48,改修,駆逐艦,満潮(Lv.1)
2017/02/14 15:37:48,改修,駆逐艦,荒潮(Lv.1)
2017/02/14 15:37:35,改修,駆逐艦,望月(Lv.1)
2017/02/14 15:37:35,改修,駆逐艦,望月(Lv.1)
2017/02/14 15:37:35,改修,駆逐艦,朧(Lv.1)
2017/02/14 15:37:35,改修,駆逐艦,曙(Lv.1)
2017/02/14 15:37:35,改修,駆逐艦,初霜(Lv.1)
2017/02/14 15:33:33,改修,駆逐艦,若葉(Lv.1)
2017/02/14 15:33:33,改修,駆逐艦,初霜(Lv.1)
2017/02/14 15:33:33,改修,駆逐艦,五月雨(Lv.1)
2017/02/14 15:33:33,改修,駆逐艦,夕立(Lv.1)
2017/02/14 15:33:33,改修,駆逐艦,夕立(Lv.1)
2017/02/14 14:13:34,解体,駆逐艦,曙(Lv.1)
2017/02/14 14:10:51,解体,駆逐艦,皐月(Lv.2)
2017/02/14 14:03:32,解体,駆逐艦,響(Lv.2)
2017/02/14 13:56:38,解体,駆逐艦,望月(Lv.1)
2017/02/14 13:53:44,解体,駆逐艦,白露(Lv.2)
2017/02/14 13:48:03,解体,駆逐艦,夕立(Lv.2)
2017/02/13 20:16:34,改修,駆逐艦,谷風(Lv.1)
2017/02/13 20:16:34,改修,軽巡洋艦,長良(Lv.1)
2017/02/13 20:16:24,改修,駆逐艦,初雪(Lv.1)
2017/02/13 20:16:24,改修,駆逐艦,潮(Lv.1)
2017/02/13 02:45:38,解体,駆逐艦,磯波(Lv.1)
2017/02/13 02:45:34,解体,駆逐艦,響(Lv.1)
2017/02/13 02:45:30,解体,軽巡洋艦,龍田(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,敷波(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,睦月(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,皐月(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,響(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,敷波(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,睦月(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,皐月(Lv.1)
2017/02/13 01:32:32,改修,駆逐艦,響(Lv.1)
2017/02/13 01:32:04,解体,軽巡洋艦,多摩(Lv.1)
2017/02/13 01:31:60,解体,駆逐艦,長月(Lv.1)
2017/02/13 01:31:56,解体,駆逐艦,若葉(Lv.1)
2017/02/13 01:31:48,解体,駆逐艦,長月(Lv.2)
2017/02/12 24:06:15,解体,駆逐艦,白雪(Lv.1)
2017/02/12 24:05:58,解体,駆逐艦,初霜(Lv.1)
2017/02/12 24:05:04,解体,駆逐艦,子日(Lv.1)
2017/02/12 24:04:60,解体,駆逐艦,初霜(Lv.1)
2017/02/12 05:57:43,解体,駆逐艦,暁(Lv.1)
2017/02/12 05:54:60,解体,駆逐艦,若葉(Lv.1)
2017/02/12 05:52:15,解体,駆逐艦,電(Lv.2)
2017/02/12 05:38:59,解体,駆逐艦,暁(Lv.1)
2017/02/12 05:38:54,解体,駆逐艦,敷波(Lv.1)
2017/02/12 05:34:12,解体,軽巡洋艦,龍田(Lv.1)
2017/02/12 05:34:08,解体,駆逐艦,電(Lv.1)
2017/02/12 05:31:53,解体,駆逐艦,暁(Lv.1)
2017/02/12 05:21:49,解体,駆逐艦,如月(Lv.1)
2017/02/12 05:18:26,解体,駆逐艦,如月(Lv.2)
2017/02/12 05:07:56,解体,駆逐艦,初霜(Lv.2)
2017/02/12 04:50:26,解体,駆逐艦,満潮(Lv.1)
2017/02/12 04:44:14,解体,駆逐艦,五月雨(Lv.2)
2017/02/12 04:22:41,解体,駆逐艦,初霜(Lv.2)
2017/02/12 04:07:17,解体,駆逐艦,菊月(Lv.2)
2017/02/12 03:04:58,解体,駆逐艦,綾波(Lv.2)
2017/02/12 02:40:45,解体,駆逐艦,大潮(Lv.1)
2017/02/12 02:38:18,解体,駆逐艦,子日(Lv.2)
2017/02/12 01:04:32,解体,駆逐艦,大潮(Lv.2)
2017/02/11 24:58:02,解体,駆逐艦,大潮(Lv.2)
2017/02/11 24:52:35,解体,駆逐艦,文月(Lv.1)
2017/02/11 24:35:44,解体,駆逐艦,涼風(Lv.2)
2017/02/11 24:17:01,解体,駆逐艦,大潮(Lv.1)
2017/02/11 24:12:47,解体,駆逐艦,望月(Lv.1)
2017/02/11 24:10:29,解体,駆逐艦,響(Lv.2)
2017/02/11 24:05:54,解体,駆逐艦,若葉(Lv.1)
2017/02/11 24:05:49,解体,駆逐艦,大潮(Lv.1)
2017/02/11 24:05:44,解体,駆逐艦,菊月(Lv.1)
2017/02/11 24:05:40,解体,駆逐艦,初雪(Lv.1)
2017/02/11 24:05:09,解体,駆逐艦,綾波(Lv.1)
2017/02/11 24:03:03,解体,駆逐艦,涼風(Lv.1)
2017/02/11 23:59:44,解体,駆逐艦,睦月(Lv.1)
2017/02/11 23:56:56,解体,駆逐艦,朧(Lv.1)
2017/02/11 23:53:07,解体,駆逐艦,暁(Lv.1)
2017/02/11 23:50:36,解体,駆逐艦,霞(Lv.2)
2017/02/11 23:44:38,解体,駆逐艦,綾波(Lv.2)
2017/02/11 23:40:16,解体,駆逐艦,若葉(Lv.1)
2017/02/11 23:38:01,解体,駆逐艦,子日(Lv.1)
2017/02/11 23:37:57,解体,駆逐艦,村雨(Lv.1)
2017/02/11 23:37:52,解体,駆逐艦,潮(Lv.1)
2017/02/11 23:37:47,解体,駆逐艦,時雨(Lv.1)
2017/02/11 23:37:42,解体,駆逐艦,満潮(Lv.1)
2017/02/11 23:37:36,解体,駆逐艦,望月(Lv.1)
2017/02/11 23:37:27,解体,駆逐艦,五月雨(Lv.1)
2017/02/11 23:36:55,解体,駆逐艦,夕立(Lv.2)
2017/02/11 23:15:40,解体,駆逐艦,望月(Lv.1)
2017/02/11 23:07:29,解体,駆逐艦,時雨(Lv.2)
2017/02/11 22:57:49,改修,駆逐艦,初霜(Lv.1)
2017/02/11 22:57:49,改修,駆逐艦,子日(Lv.1)
2017/02/11 22:39:49,解体,駆逐艦,高波(Lv.2)
2017/02/11 22:32:39,改修,駆逐艦,夕雲(Lv.1)
2017/02/11 22:32:39,改修,駆逐艦,深雪(Lv.1)
2017/02/11 03:46:28,解体,駆逐艦,深雪(Lv.1)
2017/02/11 03:46:02,解体,駆逐艦,暁(Lv.1)
2017/02/11 03:45:55,解体,駆逐艦,夕立(Lv.1)
2017/02/11 03:45:08,改修,駆逐艦,菊月(Lv.1)
2017/02/11 03:45:08,改修,駆逐艦,長月(Lv.1)
2017/02/11 03:44:59,改修,駆逐艦,朧(Lv.1)
2017/02/11 03:44:59,改修,駆逐艦,漣(Lv.1)
2017/02/11 03:44:37,解体,駆逐艦,菊月(Lv.1)
2017/02/11 03:44:33,解体,駆逐艦,五月雨(Lv.1)
2017/02/11 03:44:28,解体,駆逐艦,菊月(Lv.1)
2017/02/11 03:44:03,解体,駆逐艦,三日月(Lv.1)
2017/02/11 03:43:59,解体,駆逐艦,如月(Lv.1)
2017/02/11 03:42:56,解体,軽巡洋艦,五十鈴(Lv.1)
2017/02/11 03:42:51,解体,軽巡洋艦,五十鈴(Lv.1)
2017/02/11 03:42:47,解体,駆逐艦,若葉(Lv.1)
2017/02/11 02:52:39,解体,駆逐艦,響(Lv.2)
2017/02/11 02:45:18,解体,駆逐艦,時雨(Lv.2)
2017/02/11 02:39:17,解体,駆逐艦,文月(Lv.2)
2017/02/11 02:27:59,解体,駆逐艦,電(Lv.2)
2017/02/11 02:22:09,解体,駆逐艦,長月(Lv.2)
2017/02/11 02:08:29,解体,駆逐艦,沖波(Lv.2)
2017/02/11 01:31:48,解体,駆逐艦,初雪(Lv.1)
2017/02/11 01:27:41,解体,軽巡洋艦,川内(Lv.1)
2017/02/11 01:27:38,解体,駆逐艦,皐月(Lv.1)
2017/02/11 01:24:60,解体,駆逐艦,叢雲(Lv.2)
2017/02/10 22:12:50,解体,軽巡洋艦,阿武隈(Lv.1)
2017/02/10 22:12:45,解体,駆逐艦,村雨(Lv.1)
2017/02/10 22:12:41,解体,軽巡洋艦,多摩(Lv.1)
2017/02/10 22:12:37,解体,軽空母,飛鷹(Lv.1)
2017/02/10 22:12:28,解体,軽空母,隼鷹(Lv.1)
2017/02/10 22:12:24,解体,駆逐艦,漣(Lv.1)
2017/02/10 18:52:21,解体,駆逐艦,時雨(Lv.1)
2017/02/10 18:52:09,解体,駆逐艦,菊月(Lv.1)
2017/02/10 18:52:05,解体,駆逐艦,時雨(Lv.1)
2017/02/10 18:51:60,解体,駆逐艦,村雨(Lv.1)
2017/02/10 18:51:55,解体,駆逐艦,雷(Lv.1)
2017/02/10 18:51:51,解体,駆逐艦,睦月(Lv.1)
2017/02/10 18:51:47,解体,駆逐艦,綾波(Lv.1)
2017/02/10 18:51:42,解体,駆逐艦,皐月(Lv.1)
2017/02/10 18:51:38,解体,駆逐艦,敷波(Lv.1)
2017/02/10 18:51:34,解体,駆逐艦,睦月(Lv.1)
2017/02/10 18:51:29,解体,駆逐艦,綾波(Lv.1)
2017/02/10 18:51:12,解体,駆逐艦,磯波(Lv.2)
2017/02/10 18:46:24,解体,駆逐艦,初春(Lv.2)
2017/02/10 18:41:48,解体,駆逐艦,白雪(Lv.1)
2017/02/10 18:39:01,解体,駆逐艦,長月(Lv.1)
2017/02/10 18:36:39,解体,駆逐艦,皐月(Lv.1)
2017/02/10 18:34:20,解体,駆逐艦,初霜(Lv.1)
2017/02/10 18:30:34,解体,駆逐艦,若葉(Lv.2)
2017/02/10 18:23:13,解体,駆逐艦,子日(Lv.1)
2017/02/10 18:18:06,解体,軽巡洋艦,由良(Lv.1)
2017/02/10 18:17:30,解体,駆逐艦,望月(Lv.1)
2017/02/10 18:05:35,解体,軽空母,龍驤(Lv.1)
2017/02/10 18:05:31,解体,駆逐艦,時雨(Lv.1)
2017/02/10 18:05:27,解体,駆逐艦,若葉(Lv.1)
2017/02/10 18:05:22,解体,駆逐艦,磯波(Lv.1)
2017/02/10 18:05:18,解体,駆逐艦,敷波(Lv.1)
2017/02/10 18:05:09,解体,駆逐艦,白雪(Lv.1)
2017/02/10 18:05:05,解体,駆逐艦,白雪(Lv.1)
2017/02/10 18:04:60,解体,駆逐艦,吹雪(Lv.1)
2017/02/10 18:04:55,解体,駆逐艦,子日(Lv.1)
2017/02/10 18:04:49,解体,駆逐艦,磯波(Lv.1)
2017/02/10 18:04:43,解体,駆逐艦,雷(Lv.1)
2017/02/10 18:04:38,解体,駆逐艦,如月(Lv.1)
2017/02/10 18:04:33,解体,軽巡洋艦,天龍(Lv.1)
2017/02/10 18:04:21,解体,駆逐艦,綾波(Lv.1)
2017/02/10 18:04:17,解体,駆逐艦,曙(Lv.1)
2017/02/10 17:58:20,解体,駆逐艦,響(Lv.1)
2017/02/10 17:53:58,解体,駆逐艦,大潮(Lv.1)
2017/02/10 17:51:40,解体,駆逐艦,睦月(Lv.1)
2017/02/10 17:49:21,解体,駆逐艦,時雨(Lv.1)
2017/02/10 17:47:02,解体,駆逐艦,深雪(Lv.1)
2017/02/10 17:44:09,解体,駆逐艦,満潮(Lv.1)
2017/02/10 17:40:22,解体,駆逐艦,村雨(Lv.1)
2017/02/10 17:37:56,解体,駆逐艦,時雨(Lv.2)
2017/02/10 17:35:15,解体,駆逐艦,敷波(Lv.1)
2017/02/10 17:30:55,解体,駆逐艦,涼風(Lv.2)
2017/02/10 17:19:12,解体,駆逐艦,皐月(Lv.1)
2017/02/10 17:10:26,解体,駆逐艦,初春(Lv.1)
2017/02/10 17:03:38,解体,駆逐艦,磯波(Lv.2)
2017/02/10 16:57:48,解体,駆逐艦,敷波(Lv.1)
2017/02/10 16:52:35,解体,駆逐艦,村雨(Lv.1)
2017/02/10 16:47:52,解体,駆逐艦,長月(Lv.1)
2017/02/10 16:43:35,解体,駆逐艦,三日月(Lv.1)
2017/02/10 16:41:05,解体,駆逐艦,朧(Lv.1)
2017/02/10 16:32:19,解体,駆逐艦,暁(Lv.1)
2017/02/10 16:29:32,解体,駆逐艦,長月(Lv.2)
2017/02/10 16:23:44,解体,駆逐艦,若葉(Lv.1)
2017/02/10 16:21:36,解体,駆逐艦,涼風(Lv.1)
2017/02/10 16:14:33,解体,駆逐艦,大潮(Lv.1)
2017/02/09 02:46:56,解体,駆逐艦,夕立(Lv.1)
2017/02/09 02:46:48,解体,駆逐艦,夕立(Lv.1)
2017/02/09 02:46:43,解体,駆逐艦,睦月(Lv.1)
2017/02/09 02:46:21,解体,駆逐艦,陽炎(Lv.1)
2017/02/09 02:41:09,解体,駆逐艦,夕立(Lv.1)
2017/02/09 02:41:03,解体,駆逐艦,菊月(Lv.1)
2017/02/09 02:37:59,解体,駆逐艦,荒潮(Lv.1)
2017/02/09 02:37:55,解体,駆逐艦,三日月(Lv.1)
2017/02/09 02:37:51,解体,駆逐艦,初霜(Lv.1)
2017/02/09 02:37:46,解体,駆逐艦,深雪(Lv.1)
2017/02/09 02:37:42,解体,駆逐艦,霰(Lv.1)
2017/02/09 02:37:38,解体,駆逐艦,霞(Lv.1)
2017/02/09 02:37:33,解体,駆逐艦,暁(Lv.1)
2017/02/09 02:37:29,解体,駆逐艦,響(Lv.1)
2017/02/09 02:37:25,解体,軽巡洋艦,那珂(Lv.1)
2017/02/09 02:37:20,解体,駆逐艦,文月(Lv.1)
2017/02/09 02:37:16,解体,駆逐艦,巻雲(Lv.1)
2017/02/09 02:23:19,解体,駆逐艦,望月(Lv.1)
2017/02/09 02:22:54,解体,駆逐艦,叢雲(Lv.1)
2017/02/09 02:22:02,解体,駆逐艦,五月雨(Lv.1)
2017/02/09 02:21:57,解体,軽巡洋艦,那珂(Lv.1)
2017/02/09 02:18:56,解体,重巡洋艦,妙高(Lv.1)
2017/02/09 02:04:32,解体,駆逐艦,白雪(Lv.2)
2017/02/08 23:59:53,解体,駆逐艦,三日月(Lv.2)
2017/02/08 23:46:59,解体,駆逐艦,村雨(Lv.1)
2017/02/08 23:38:38,解体,駆逐艦,綾波(Lv.1)
2017/02/08 23:30:15,解体,駆逐艦,曙(Lv.2)
2017/02/08 23:21:26,解体,重巡洋艦,羽黒(Lv.1)
2017/02/08 23:21:22,解体,重巡洋艦,利根(Lv.1)
2017/02/08 23:21:18,解体,駆逐艦,初霜(Lv.1)
2017/02/08 22:47:09,改修,軽空母,隼鷹(Lv.1)
2017/02/08 22:46:58,改修,軽空母,隼鷹(Lv.1)
2017/02/08 05:11:14,解体,軽巡洋艦,那珂(Lv.1)
2017/02/08 05:11:07,解体,駆逐艦,霰(Lv.1)
2017/02/08 05:10:44,解体,重巡洋艦,古鷹(Lv.1)
2017/02/08 05:10:38,解体,軽巡洋艦,木曾(Lv.1)
2017/02/08 05:10:34,解体,軽巡洋艦,那珂(Lv.1)
2017/02/07 23:27:45,解体,駆逐艦,白雪(Lv.1)
2017/02/07 23:27:41,解体,駆逐艦,霞(Lv.1)
2017/02/07 23:27:33,解体,駆逐艦,響(Lv.1)
2017/02/07 23:27:29,解体,駆逐艦,綾波(Lv.1)
2017/02/07 23:27:25,解体,駆逐艦,白雪(Lv.1)
2017/02/07 23:26:55,解体,軽空母,祥鳳(Lv.1)
2017/02/07 23:26:24,解体,駆逐艦,満潮(Lv.1)
2017/02/07 23:26:19,解体,軽巡洋艦,那珂(Lv.1)
2017/02/07 23:26:15,解体,重巡洋艦,足柄(Lv.1)
2017/02/07 23:26:11,解体,重巡洋艦,愛宕(Lv.1)
2017/02/07 22:54:37,改修,重巡洋艦,摩耶(Lv.1)
2017/02/07 22:54:27,改修,重巡洋艦,那智(Lv.1)
2017/02/07 22:54:16,改修,重巡洋艦,鳥海(Lv.1)
2017/02/07 22:53:52,改修,駆逐艦,子日(Lv.1)
2017/02/07 22:53:52,改修,駆逐艦,村雨(Lv.1)
2017/02/07 21:48:47,改修,駆逐艦,初春(Lv.1)
2017/02/07 21:48:47,改修,駆逐艦,磯波(Lv.1)
2017/02/07 21:48:23,改修,駆逐艦,響(Lv.1)
2017/02/07 21:48:23,改修,駆逐艦,皐月(Lv.1)
2017/02/07 21:47:39,改修,駆逐艦,菊月(Lv.1)
2017/02/07 21:47:39,改修,駆逐艦,雷(Lv.1)
2017/02/07 20:09:59,解体,駆逐艦,若葉(Lv.2)
2017/02/07 20:01:60,解体,駆逐艦,磯波(Lv.2)
2017/02/07 19:55:45,解体,駆逐艦,子日(Lv.1)
2017/02/07 19:52:13,解体,駆逐艦,初春(Lv.2)
2017/02/07 19:49:08,改修,駆逐艦,子日(Lv.1)
2017/02/07 19:49:08,改修,駆逐艦,長月(Lv.1)
2017/02/07 19:48:54,改修,駆逐艦,初雪(Lv.1)
2017/02/07 19:48:54,改修,駆逐艦,深雪(Lv.1)
2017/02/07 19:48:45,改修,駆逐艦,満潮(Lv.1)
2017/02/07 19:48:45,改修,駆逐艦,大潮(Lv.1)
2017/02/07 19:48:34,改修,駆逐艦,村雨(Lv.1)
2017/02/07 19:48:34,改修,駆逐艦,初霜(Lv.1)
2017/02/07 19:45:12,解体,駆逐艦,潮(Lv.2)
2017/02/07 19:38:32,解体,駆逐艦,満潮(Lv.2)
2017/02/07 19:33:41,解体,駆逐艦,曙(Lv.1)
2017/02/07 19:30:45,解体,駆逐艦,文月(Lv.1)
2017/02/07 19:28:60,解体,駆逐艦,皐月(Lv.1)
2017/02/07 19:28:14,解体,駆逐艦,霞(Lv.1)
2017/02/07 19:26:07,解体,駆逐艦,涼風(Lv.1)
2017/02/07 19:23:47,解体,駆逐艦,望月(Lv.2)
2017/02/07 19:17:17,解体,駆逐艦,時雨(Lv.1)
2017/02/07 19:15:08,解体,駆逐艦,磯波(Lv.2)
2017/02/07 19:07:24,解体,駆逐艦,皐月(Lv.1)
2017/02/07 19:02:22,解体,駆逐艦,時雨(Lv.2)
2017/02/07 18:57:04,解体,駆逐艦,綾波(Lv.2)
2017/02/07 18:48:47,改修,駆逐艦,暁(Lv.1)
2017/02/07 18:48:47,改修,駆逐艦,深雪(Lv.1)
2017/02/07 18:48:36,改修,駆逐艦,初霜(Lv.1)
2017/02/07 18:48:36,改修,駆逐艦,長月(Lv.1)
2017/02/07 18:48:24,改修,駆逐艦,漣(Lv.1)
2017/02/07 18:48:24,改修,駆逐艦,長月(Lv.1)
2017/02/07 18:43:52,解体,駆逐艦,綾波(Lv.2)
2017/02/07 18:35:14,解体,駆逐艦,磯波(Lv.1)
2017/02/07 18:32:17,改修,戦艦,扶桑(Lv.1)
2017/02/07 18:32:04,改修,軽空母,飛鷹(Lv.1)
2017/02/07 18:31:36,改修,重巡洋艦,筑摩(Lv.1)
2017/02/07 18:31:22,改修,駆逐艦,皐月(Lv.1)
2017/02/07 18:31:22,改修,駆逐艦,長月(Lv.1)
2017/02/07 16:20:21,解体,駆逐艦,子日(Lv.2)
2017/02/07 16:13:55,解体,駆逐艦,睦月(Lv.1)
2017/02/07 16:09:29,解体,駆逐艦,文月(Lv.1)
2017/02/07 16:04:49,解体,駆逐艦,初雪(Lv.1)
2017/02/07 16:01:37,解体,駆逐艦,響(Lv.2)
2017/02/07 15:55:48,解体,駆逐艦,深雪(Lv.2)
2017/02/07 04:29:60,解体,重巡洋艦,古鷹(Lv.1)
2017/02/07 04:29:56,解体,駆逐艦,白雪(Lv.1)
2017/02/07 03:29:10,解体,重巡洋艦,那智(Lv.1)
2017/02/07 03:29:05,解体,戦艦,伊勢(Lv.1)
2017/02/07 03:16:24,改修,駆逐艦,若葉(Lv.1)
2017/02/07 03:16:24,改修,駆逐艦,電(Lv.1)
2017/02/07 03:16:08,改修,駆逐艦,初春(Lv.2)
2017/02/07 03:16:08,改修,駆逐艦,文月(Lv.1)
2017/02/06 24:21:19,解体,駆逐艦,如月(Lv.1)
2017/02/06 24:21:15,解体,駆逐艦,皐月(Lv.1)
2017/02/06 24:21:10,解体,駆逐艦,子日(Lv.1)
2017/02/06 24:21:06,解体,軽空母,祥鳳(Lv.1)
2017/02/06 24:21:01,解体,駆逐艦,綾波(Lv.1)
2017/02/06 24:20:57,解体,駆逐艦,文月(Lv.1)
2017/02/06 24:20:53,解体,駆逐艦,子日(Lv.1)
2017/02/06 24:20:48,解体,駆逐艦,夕立(Lv.1)
2017/02/06 24:20:44,解体,駆逐艦,曙(Lv.1)
2017/02/06 23:56:15,解体,駆逐艦,文月(Lv.1)
2017/02/06 23:52:57,解体,駆逐艦,初雪(Lv.1)
2017/02/06 23:31:14,解体,駆逐艦,子日(Lv.1)
2017/02/06 23:31:06,解体,駆逐艦,響(Lv.2)
2017/02/06 22:53:17,解体,駆逐艦,満潮(Lv.1)
2017/02/06 22:08:03,解体,駆逐艦,望月(Lv.1)
2017/02/06 22:03:51,解体,駆逐艦,敷波(Lv.1)
2017/02/06 21:58:57,解体,駆逐艦,望月(Lv.2)
2017/02/06 21:49:43,解体,駆逐艦,初雪(Lv.1)
2017/02/06 21:45:14,解体,駆逐艦,睦月(Lv.1)
2017/02/06 21:22:04,解体,駆逐艦,子日(Lv.1)
2017/02/06 20:33:49,解体,駆逐艦,初霜(Lv.1)
2017/02/06 20:30:09,解体,駆逐艦,吹雪(Lv.2)
2017/02/06 20:25:29,解体,駆逐艦,睦月(Lv.2)
2017/02/06 20:20:37,解体,水上機母艦,千代田(Lv.1)
2017/02/06 20:20:32,解体,軽巡洋艦,龍田(Lv.1)
2017/02/06 04:50:28,解体,軽巡洋艦,那珂(Lv.1)
2017/02/06 04:50:24,解体,駆逐艦,敷波(Lv.1)
2017/02/06 04:49:51,解体,軽巡洋艦,夕張(Lv.1)
2017/02/06 04:49:47,解体,戦艦,山城(Lv.1)
2017/02/05 16:53:04,解体,駆逐艦,長月(Lv.1)
2017/02/05 16:52:60,解体,駆逐艦,暁(Lv.1)
2017/02/05 16:51:27,解体,駆逐艦,曙(Lv.1)
2017/02/05 16:51:22,解体,駆逐艦,大潮(Lv.1)
2017/02/05 16:51:18,解体,駆逐艦,電(Lv.1)
2017/02/05 16:51:14,解体,駆逐艦,荒潮(Lv.1)
2017/02/05 16:51:10,解体,駆逐艦,涼風(Lv.1)
2017/02/05 16:51:06,解体,駆逐艦,子日(Lv.1)
2017/02/05 16:51:01,解体,駆逐艦,如月(Lv.1)
2017/02/05 16:50:37,解体,駆逐艦,磯波(Lv.1)
2017/02/05 16:50:33,解体,駆逐艦,三日月(Lv.1)
2017/02/05 16:50:29,解体,駆逐艦,霰(Lv.1)
2017/02/05 16:50:25,解体,駆逐艦,三日月(Lv.1)
2017/02/05 16:50:15,解体,駆逐艦,朧(Lv.1)
2017/02/05 16:50:10,解体,駆逐艦,皐月(Lv.1)
2017/02/05 16:50:04,解体,重巡洋艦,高雄(Lv.1)
2017/02/05 16:49:59,解体,戦艦,扶桑(Lv.1)
2017/02/05 16:02:28,改修,駆逐艦,時雨(Lv.1)
2017/02/05 16:02:28,改修,駆逐艦,夕立(Lv.1)
2017/02/05 16:02:05,改修,駆逐艦,大潮(Lv.1)
2017/02/05 16:02:05,改修,駆逐艦,満潮(Lv.1)
2017/02/05 15:60:60,解体,駆逐艦,夕立(Lv.2)
2017/02/05 15:51:06,解体,駆逐艦,初雪(Lv.1)
2017/02/05 15:36:54,解体,駆逐艦,白雪(Lv.1)
2017/02/05 15:23:42,解体,駆逐艦,綾波(Lv.1)
2017/02/05 15:03:26,解体,駆逐艦,初春(Lv.1)
2017/02/05 03:44:44,解体,駆逐艦,文月(Lv.1)
2017/02/05 02:15:46,解体,駆逐艦,深雪(Lv.1)
2017/02/05 02:06:38,解体,駆逐艦,望月(Lv.1)
2017/02/05 02:03:30,解体,駆逐艦,望月(Lv.1)
2017/02/05 01:58:42,解体,駆逐艦,若葉(Lv.2)
2017/02/05 01:53:48,解体,駆逐艦,曙(Lv.1)
2017/02/05 01:51:36,解体,駆逐艦,霞(Lv.2)
2017/02/04 24:53:19,解体,駆逐艦,長月(Lv.2)
2017/02/04 24:29:60,解体,駆逐艦,深雪(Lv.1)
2017/02/04 24:07:46,解体,重巡洋艦,筑摩(Lv.1)
2017/02/04 24:07:40,解体,重巡洋艦,利根(Lv.1)
2017/02/04 24:04:29,解体,軽空母,龍驤(Lv.1)
2017/02/04 19:39:54,解体,駆逐艦,雷(Lv.1)
2017/02/04 19:39:44,解体,軽巡洋艦,由良(Lv.1)
2017/02/04 19:39:40,解体,軽空母,隼鷹(Lv.1)
2017/02/04 19:39:34,解体,戦艦,伊勢(Lv.1)
2017/02/04 19:39:29,解体,駆逐艦,漣(Lv.1)
2017/02/04 19:39:19,解体,重巡洋艦,青葉(Lv.1)
2017/02/04 19:39:10,解体,軽空母,飛鷹(Lv.1)
2017/02/04 19:39:05,解体,戦艦,比叡(Lv.1)
2017/02/04 19:38:58,解体,軽空母,隼鷹(Lv.1)
2017/02/04 19:38:11,解体,軽巡洋艦,由良(Lv.1)
2017/02/04 19:38:06,解体,軽空母,祥鳳(Lv.1)
2017/02/04 19:38:01,解体,駆逐艦,雷(Lv.1)
2017/02/04 19:36:44,解体,重巡洋艦,足柄(Lv.1)
2017/02/04 19:36:38,解体,軽巡洋艦,由良(Lv.1)
2017/02/04 15:46:39,解体,駆逐艦,皐月(Lv.1)
2017/02/04 15:46:34,解体,駆逐艦,初霜(Lv.1)
2017/02/04 15:46:30,解体,駆逐艦,綾波(Lv.1)
2017/02/04 15:46:26,解体,駆逐艦,皐月(Lv.1)
2017/02/04 15:46:22,解体,駆逐艦,響(Lv.1)
2017/02/04 15:46:17,解体,駆逐艦,磯波(Lv.1)
2017/02/04 15:46:13,解体,駆逐艦,菊月(Lv.1)
2017/02/04 15:46:09,解体,駆逐艦,綾波(Lv.1)
2017/02/04 15:46:05,解体,駆逐艦,長月(Lv.1)
2017/02/04 15:45:60,解体,駆逐艦,初雪(Lv.1)
2017/02/04 15:45:55,解体,駆逐艦,初雪(Lv.1)
2017/02/04 15:45:51,解体,駆逐艦,初雪(Lv.1)
2017/02/04 15:45:47,解体,駆逐艦,望月(Lv.1)
2017/02/04 15:45:43,解体,重巡洋艦,足柄(Lv.1)
2017/02/04 15:45:39,解体,軽巡洋艦,球磨(Lv.1)
2017/02/04 15:45:35,解体,重巡洋艦,愛宕(Lv.1)
