时间,类型,结果,燃,弹,钢,铝,获得物品 1,数量,获得物品 2,数量
2017/10/24 17:44:28,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2017/10/24 16:28:58,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/24 14:49:57,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/24 14:49:42,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2017/10/24 14:49:33,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/24 00:17:38,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/24 00:06:57,東京急行,大成功,0,655,465,0,,,,
2017/10/23 23:19:23,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/23 21:37:27,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/23 21:22:30,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/23 21:22:15,東京急行,大成功,0,655,465,0,家具箱（小）,1,,
2017/10/23 19:58:52,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/23 18:11:06,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/23 17:12:17,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/23 16:31:23,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/23 14:55:29,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/23 14:55:19,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/23 14:55:10,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/23 00:04:11,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/22 23:57:27,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/22 23:57:07,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 23:11:27,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/22 22:28:05,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/22 22:27:52,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/22 21:45:36,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/22 20:50:28,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/22 20:50:16,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 20:50:05,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/22 19:26:51,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 18:48:19,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/22 18:40:39,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 17:57:20,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 01:20:50,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 00:40:40,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/22 00:18:36,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/22 00:10:13,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/21 23:59:17,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/21 23:18:46,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 22:43:43,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 22:37:04,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 21:55:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 21:13:12,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/21 21:12:57,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 21:12:45,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 20:16:36,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 19:35:18,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 19:22:50,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 18:51:59,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/21 18:11:51,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/21 17:53:02,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 17:44:51,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/21 17:30:09,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 16:49:29,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/21 16:23:14,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 16:09:26,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 15:28:00,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 14:46:37,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/21 14:46:21,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/21 14:46:11,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 01:24:02,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/21 00:53:25,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/21 00:12:23,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/20 23:27:25,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/20 23:27:13,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 23:27:01,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 22:30:38,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 21:43:12,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/20 21:03:33,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 21:02:45,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 20:18:11,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 19:58:50,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/20 19:31:30,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 19:31:19,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 18:40:15,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 18:01:38,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 17:46:26,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/20 17:06:24,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 17:04:12,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/20 16:26:05,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/20 16:25:55,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 14:40:19,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/20 13:57:10,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/20 13:56:45,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/20 13:56:35,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 00:13:23,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/20 00:07:44,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/20 00:07:16,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/19 22:44:47,防空射撃演習,失敗,0,0,0,0,,,,
2017/10/19 22:42:55,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/19 22:42:43,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/19 21:41:13,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/19 21:11:44,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/19 20:55:37,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/19 20:41:29,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/19 19:32:43,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/19 19:32:25,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/19 18:36:38,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/19 17:40:59,長時間対潜警戒,大成功,180,0,90,90,高速修復材,1,開発資材,1
2017/10/19 17:40:48,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/19 17:39:03,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/19 15:24:20,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/19 14:41:00,長時間対潜警戒,大成功,180,0,90,90,,,開発資材,2
2017/10/19 14:40:50,水上機前線輸送,大成功,517,517,0,172,家具箱（小）,2,高速修復材,1
2017/10/19 14:40:38,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/19 00:25:03,海峡警備行動,大成功,120,69,0,17,開発資材,1,高速修復材,1
2017/10/19 00:18:16,対潜警戒任務,大成功,0,108,0,0,高速修復材,1,家具箱（小）,1
2017/10/18 23:19:57,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/18 23:13:28,海峡警備行動,大成功,120,69,0,17,開発資材,1,高速修復材,1
2017/10/18 23:13:18,対潜警戒任務,大成功,0,108,0,0,,,家具箱（小）,1
2017/10/18 21:51:35,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/18 21:49:25,兵站強化任務,大成功,77,77,0,0,,,,
2017/10/18 21:03:19,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/18 20:19:57,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/18 20:19:45,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/18 20:17:38,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/18 00:09:52,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/18 00:09:42,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/17 22:16:40,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/17 20:48:42,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/17 20:20:52,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/17 20:20:43,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/17 19:39:43,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/17 18:56:00,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/17 18:50:06,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/17 18:14:44,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/17 17:20:16,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/17 17:19:18,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/17 17:19:08,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/16 22:14:51,海上護衛任務,大成功,360,360,36,36,,,,
2017/10/16 21:58:17,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/16 21:02:51,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/16 20:38:45,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/16 20:38:35,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/16 20:20:10,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/16 19:40:40,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/16 19:04:37,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/16 18:59:47,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/16 18:14:08,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/16 17:30:38,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/16 17:30:19,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/16 17:29:49,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/16 15:02:02,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/16 14:20:34,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/16 14:20:09,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/16 14:20:00,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 23:58:49,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/15 23:58:39,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/15 23:58:26,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 20:10:52,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/15 20:10:40,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 19:16:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/15 18:35:48,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/15 18:35:33,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/15 18:35:24,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 17:31:24,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/15 16:58:01,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 16:51:45,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/15 16:02:42,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/15 14:56:11,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/15 14:56:02,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/15 14:55:50,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/15 00:50:31,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/15 00:50:12,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/14 23:40:16,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 22:58:53,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/14 22:58:42,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/14 22:31:36,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/14 22:01:36,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/14 21:24:57,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/14 20:50:59,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 20:07:25,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 18:27:19,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/14 18:27:09,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/14 18:26:57,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/14 15:16:42,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 14:21:40,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/14 14:21:31,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 14:21:21,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/14 01:01:25,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 00:08:07,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/14 00:07:46,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/14 00:07:35,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/13 15:51:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/13 15:10:19,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/13 14:28:09,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/13 14:28:00,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/13 14:27:49,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/13 00:17:33,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/13 00:13:42,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/12 23:34:20,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/12 22:54:17,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/12 22:29:25,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/12 22:20:47,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/12 22:02:17,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/12 21:22:49,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/12 20:51:04,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/12 20:43:04,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/12 20:03:14,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/12 19:15:41,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/12 19:15:24,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/12 19:15:14,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/12 16:34:20,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/12 16:34:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/12 14:57:33,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/12 14:56:49,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/12 14:56:39,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/11 20:30:57,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/11 20:15:36,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/11 19:51:03,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/11 18:33:18,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/11 18:33:08,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/11 18:32:56,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/11 00:19:39,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/10 23:52:24,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/10 23:43:59,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/10 23:39:02,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/10 22:58:09,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/10 22:17:30,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/10 22:16:38,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/10 21:27:42,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/10 20:48:07,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/10 20:47:57,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/10 20:47:47,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/10 13:44:35,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/10 13:44:26,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/10 13:44:16,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/09 20:57:23,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/09 20:15:00,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/09 20:14:49,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/09 20:14:38,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/09 12:40:02,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/09 12:39:52,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/09 11:48:33,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/09 11:06:21,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/09 11:06:11,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/09 11:06:01,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 22:51:35,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 22:51:25,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 21:28:06,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 21:19:45,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 20:47:14,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/08 20:47:02,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 19:54:23,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 19:44:04,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 19:08:00,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 18:26:53,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 18:12:24,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 17:52:11,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/08 17:46:56,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 17:05:05,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 16:29:59,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 16:18:24,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 15:37:40,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 14:48:38,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/08 14:48:26,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 14:48:04,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 04:25:28,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 03:41:55,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 03:21:48,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/08 03:21:30,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 02:58:19,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 02:03:10,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 01:49:12,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 01:23:24,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/08 00:42:33,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/08 00:19:15,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/08 00:14:35,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/08 00:00:58,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/07 22:44:20,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/07 22:44:09,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/07 21:22:45,東京急行(弐),大成功,736,0,351,0,,,,
2017/10/07 21:07:41,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/07 20:10:19,防空射撃演習,大成功,0,0,0,138,家具箱（小）,1,,
2017/10/07 20:09:29,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/07 19:13:24,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/07 18:24:43,東京急行(弐),大成功,736,0,351,0,家具箱（小）,1,,
2017/10/07 18:23:58,防空射撃演習,大成功,0,0,0,138,,,,
2017/10/07 18:23:48,海上護衛任務,大成功,345,345,34,34,,,,
2017/10/07 03:16:31,海上護衛任務,大成功,345,345,34,34,,,,
