时间,海域,地图点,状态,战况,敌舰队,捞！,大破舰,旗舰,旗舰 (第二舰队),MVP,MVP (第二舰队)
2017/03/9 20:08:58,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,Zara改(Lv.86),,Zara改(Lv.86),
2017/03/9 20:05:45,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,足柄,まるゆ,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 20:00:47,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,那珂,まるゆ,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 19:58:25,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 19:56:20,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,北上,まるゆ,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 17:58:07,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 17:54:53,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,无,Zara改(Lv.85),,龍鳳改(Lv.63),
2017/03/9 17:50:32,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,Zara改(Lv.85),,龍鳳改(Lv.63),
2017/03/9 17:46:14,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 17:06:45,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,,まるゆ,Zara改(Lv.85),,龍鳳改(Lv.63),
2017/03/9 17:03:13,キス島沖(3-2),2(道中),出撃,完全勝利!!!S,敵水雷戦隊,筑摩,无,Zara改(Lv.85),,龍鳳改(Lv.63),
2017/03/9 17:00:59,キス島沖(3-2),2(道中),出撃,勝利S,敵水雷戦隊,摩耶,无,Zara改(Lv.85),,Zara改(Lv.85),
2017/03/9 16:28:02,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,長波,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:26:52,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:24:24,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,神通,无,Iowa改(Lv.124),,瑞鶴改二甲(Lv.122),
2017/03/9 16:20:54,KW環礁沖海域(6-5),3(道中),進撃,勝利A,先遣任務部隊,如月,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:19:25,KW環礁沖海域(6-5),1(道中),出撃,勝利S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:11:20,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,天龍,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:10:14,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:08:03,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,隼鷹,无,Iowa改(Lv.124),,Iowa改(Lv.124),
2017/03/9 16:05:48,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 16:04:13,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,菊月,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:59:49,KW環礁沖海域(6-5),7(道中),進撃,戦術的勝利B,深海任務部隊 艦載機群,,大井改二,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:57:23,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,鬼怒,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 15:55:22,KW環礁沖海域(6-5),3(道中),進撃,完全勝利!!!S,先遣任務部隊,,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 15:53:55,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:49:19,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,大井改二,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:47:07,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,神通,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:44:15,KW環礁沖海域(6-5),3(道中),進撃,勝利A,先遣任務部隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:42:01,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 15:36:34,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,朧,无,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:35:40,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,深雪,无,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:30:20,鎮守府正面海域(1-1),2(道中),進撃,勝利A,敵はぐれ艦隊,,无,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:29:14,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:23:16,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,漣,若葉,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:22:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,卯月改(Lv.62),,卯月改(Lv.62),
2017/03/9 15:18:41,KW環礁沖海域(6-5),3(道中),進撃,勝利A,先遣任務部隊,,摩耶改二 & 大井改二,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:16:52,KW環礁沖海域(6-5),1(道中),出撃,勝利S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:9:07,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,比叡,翔鶴改二甲,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:08:10,KW環礁沖海域(6-5),7(道中),進撃,完全勝利!!!S,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:06:26,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 15:03:53,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,吹雪,无,Iowa改(Lv.123),,翔鶴改二甲(Lv.123),
2017/03/9 15:02:07,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 15:00:32,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,初霜,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:59:12,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,深雪,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:58:04,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,曙,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:54:38,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,望月,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:51:56,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:51:12,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,龍田改(Lv.87),,龍田改(Lv.87),
2017/03/9 14:49:14,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,若葉,无,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:48:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:46:27,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,初雪,朧,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:45:46,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:44:04,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,若葉,无,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:43:19,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,朧,无,由良改(Lv.61),,由良改(Lv.61),
2017/03/9 14:30:39,KW環礁沖海域(6-5),3(道中),進撃,勝利A,先遣任務部隊,,大井改二,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:28:46,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,時雨,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:21:49,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,長波,翔鶴改二甲,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:20:47,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:18:55,KW環礁沖海域(6-5),4(道中),進撃,完全勝利!!!S,深海護衛空母部隊 B群,飛鷹,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 14:16:52,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,木曾,无,Iowa改(Lv.123),,翔鶴改二甲(Lv.123),
2017/03/9 14:15:20,KW環礁沖海域(6-5),1(道中),出撃,勝利S,先遣任務部隊 前衛艦隊,如月,无,Iowa改(Lv.123),,翔鶴改二甲(Lv.123),
2017/03/9 14:08:43,KW環礁沖海域(6-5),13(Boss点),進撃,勝利A,任務部隊 主力群,睦月,瑞鶴改二甲,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:07:40,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:06:19,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:03:50,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,吹雪,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:02:23,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 14:00:07,KW環礁沖海域(6-5),7(道中),進撃,戦術的敗北C,深海任務部隊 艦載機群,,瑞鶴改二甲,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:58:18,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,深雪,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:56:02,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:54:31,KW環礁沖海域(6-5),1(道中),出撃,勝利S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:50:05,KW環礁沖海域(6-5),13(Boss点),進撃,勝利A,任務部隊 主力群,加古,翔鶴改二甲,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:48:29,KW環礁沖海域(6-5),7(道中),進撃,完全勝利!!!S,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:46:17,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 13:44:15,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:43:02,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:37:17,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,妙高,无,Iowa改(Lv.123),,大井改二(Lv.141),
2017/03/9 13:36:00,KW環礁沖海域(6-5),7(道中),進撃,勝利A,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:34:29,KW環礁沖海域(6-5),4(道中),進撃,完全勝利!!!S,深海護衛空母部隊 B群,潮,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:31:38,KW環礁沖海域(6-5),3(道中),進撃,勝利A,先遣任務部隊,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:29:06,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,,无,Iowa改(Lv.123),,瑞鶴改二甲(Lv.122),
2017/03/9 13:21:23,KW環礁沖海域(6-5),13(Boss点),進撃,勝利S,任務部隊 主力群,鬼怒,无,Iowa改(Lv.123),,摩耶改二(Lv.95),
2017/03/9 13:20:26,KW環礁沖海域(6-5),7(道中),進撃,完全勝利!!!S,深海任務部隊 艦載機群,,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:18:40,KW環礁沖海域(6-5),4(道中),進撃,勝利S,深海護衛空母部隊 B群,望月,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:16:25,KW環礁沖海域(6-5),3(道中),進撃,勝利S,先遣任務部隊,神通,无,Iowa改(Lv.123),,Iowa改(Lv.123),
2017/03/9 13:15:00,KW環礁沖海域(6-5),1(道中),出撃,完全勝利!!!S,先遣任務部隊 前衛艦隊,如月,无,Iowa改(Lv.123),,大井改二(Lv.141),
2017/03/9 13:9:05,鎮守府正面海域(1-1),3(Boss点),進撃,完全勝利!!!S,敵主力艦隊,那珂,无,瑞鶴改二甲(Lv.122),,瑞鶴改二甲(Lv.122),
2017/03/9 13:08:07,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,瑞鶴改二甲(Lv.122),,瑞鶴改二甲(Lv.122),
2017/03/9 13:06:18,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,初霜,无,翔鶴改二甲(Lv.122),,翔鶴改二甲(Lv.122),
2017/03/9 13:05:21,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,翔鶴改二甲(Lv.122),,翔鶴改二甲(Lv.122),
2017/03/9 13:03:34,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,時雨,无,翔鶴改二甲(Lv.122),,翔鶴改二甲(Lv.122),
2017/03/9 13:02:28,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,如月,无,翔鶴改二甲(Lv.122),,翔鶴改二甲(Lv.122),
2017/03/9 13:00:50,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初春,无,翔鶴改二甲(Lv.122),,翔鶴改二甲(Lv.122),
2017/03/9 12:38:49,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,皐月,无,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:38:08,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:36:10,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,三日月,无,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:35:29,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:33:54,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,文月,子日,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:33:02,鎮守府正面海域(1-1),1(道中),出撃,勝利S,敵偵察艦,綾波,无,不知火改(Lv.62),,不知火改(Lv.62),
2017/03/9 12:30:58,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:30:04,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:28:32,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,電,无,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:27:39,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,子日,无,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:25:45,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,五月雨,若葉,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:24:52,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,文月,无,敷波改(Lv.62),,敷波改(Lv.62),
2017/03/9 12:23:22,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,无,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:22:22,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:19:47,鎮守府正面海域(1-1),2(道中),進撃,勝利S,敵はぐれ艦隊,,荒潮,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:18:59,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,若葉,无,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:17:56,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,初霜,无,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:17:06,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,初雪,无,磯風改(Lv.63),,磯風改(Lv.63),
2017/03/9 12:15:13,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,睦月,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 12:14:22,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,荒潮,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 12:12:14,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 12:11:25,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,潮,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 12:9:26,鎮守府正面海域(1-1),3(Boss点),進撃,勝利A,敵主力艦隊,如月,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 12:08:36,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,綾波,无,長波改(Lv.63),,長波改(Lv.63),
2017/03/9 00:27:26,鎮守府近海(1-5),10(Boss点),進撃,勝利S,敵通商破壊主力艦隊,伊58,无,夕張改(Lv.121),,夕張改(Lv.121),
2017/03/9 00:25:53,鎮守府近海(1-5),4(道中),進撃,完全勝利!!!S,敵潜水艦隊C群,,无,夕張改(Lv.121),,夕張改(Lv.121),
2017/03/9 00:23:55,鎮守府近海(1-5),2(道中),進撃,完全勝利!!!S,敵潜水艦隊A群,,无,夕張改(Lv.121),,朝霜改(Lv.81),
2017/03/9 00:23:02,鎮守府近海(1-5),1(道中),出撃,完全勝利!!!S,敵偵察潜水艦,叢雲,无,夕張改(Lv.121),,夕張改(Lv.121),
2017/03/9 00:16:56,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,古鷹,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/9 00:15:39,東部オリョール海(2-3),5(道中),出撃,勝利S,敵巡洋艦隊,響,无,呂500(Lv.154),,伊26改(Lv.61),
2017/03/9 00:11:20,東部オリョール海(2-3),10(道中),進撃,勝利A,敵強襲揚陸艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/9 00:10:10,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.154),,伊26改(Lv.61),
2017/03/9 00:06:43,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,扶桑,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/9 00:05:25,東部オリョール海(2-3),5(道中),出撃,勝利S,敵巡洋艦隊,霰,无,呂500(Lv.154),,伊401改(Lv.78),
2017/03/9 00:02:37,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,摩耶,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/9 00:00:59,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:57:59,東部オリョール海(2-3),11(Boss点),進撃,完全勝利!!!S,敵主力打撃群,千代田,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:55:18,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:50:54,東部オリョール海(2-3),10(道中),進撃,完全勝利!!!S,敵強襲揚陸艦隊,,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:49:24,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,,无,呂500(Lv.154),,伊19改(Lv.138),
2017/03/08 23:46:59,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,飛鷹,无,呂500(Lv.154),,伊58改(Lv.138),
2017/03/08 23:45:21,東部オリョール海(2-3),1(道中),出撃,戦術的勝利B,敵巡洋艦隊,,无,呂500(Lv.154),,伊19改(Lv.138),
2017/03/08 23:41:28,東部オリョール海(2-3),11(Boss点),進撃,勝利A,敵主力打撃群,筑摩,无,呂500(Lv.154),,伊19改(Lv.138),
2017/03/08 23:40:08,東部オリョール海(2-3),5(道中),出撃,勝利A,敵巡洋艦隊,不知火,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:38:17,東部オリョール海(2-3),10(道中),進撃,勝利S,敵強襲揚陸艦隊,,无,呂500(Lv.154),,伊58改(Lv.138),
2017/03/08 23:36:17,東部オリョール海(2-3),1(道中),出撃,勝利A,敵巡洋艦隊,白雪,无,呂500(Lv.154),,呂500(Lv.154),
2017/03/08 23:18:02,サーモン海域北方(5-5),18(Boss点),進撃,勝利A,敵任務部隊本隊,,朝潮改二丁,荒潮改二(Lv.69),,Iowa改(Lv.123),
2017/03/08 23:16:21,サーモン海域北方(5-5),17(道中),進撃,勝利S,敵水上打撃部隊,,无,荒潮改二(Lv.69),,翔鶴改二甲(Lv.122),
2017/03/08 23:14:53,サーモン海域北方(5-5),5(道中),進撃,勝利S,敵任務部隊前衛,,无,荒潮改二(Lv.68),,大鳳改(Lv.119),
2017/03/08 23:13:24,サーモン海域北方(5-5),2(道中),出撃,完全勝利!!!S,敵前衛警戒部隊,,无,荒潮改二(Lv.68),,翔鶴改二甲(Lv.122),
2017/03/08 23:07:25,サーモン海域北方(5-5),17(道中),進撃,勝利S,敵水上打撃部隊,,翔鶴改二甲,荒潮改二(Lv.68),,大鳳改(Lv.119),
2017/03/08 23:06:00,サーモン海域北方(5-5),5(道中),進撃,勝利S,敵任務部隊前衛,,无,荒潮改二(Lv.68),,瑞鶴改二甲(Lv.122),
2017/03/08 23:04:01,サーモン海域北方(5-5),2(道中),出撃,勝利S,敵前衛警戒部隊,,无,荒潮改二(Lv.68),,瑞鶴改二甲(Lv.122),
2017/03/08 22:59:38,サーモン海域北方(5-5),18(Boss点),進撃,勝利S,敵任務部隊本隊,,无,荒潮改二(Lv.68),,瑞鶴改二甲(Lv.122),
2017/03/08 22:57:47,サーモン海域北方(5-5),17(道中),進撃,勝利S,敵水上打撃部隊,,无,荒潮改二(Lv.68),,Iowa改(Lv.123),
2017/03/08 22:56:31,サーモン海域北方(5-5),5(道中),進撃,勝利S,敵任務部隊前衛,,无,荒潮改二(Lv.68),,大鳳改(Lv.119),
2017/03/08 22:54:19,サーモン海域北方(5-5),2(道中),出撃,勝利S,敵前衛警戒部隊,白露,无,荒潮改二(Lv.68),,瑞鶴改二甲(Lv.122),
2017/03/08 22:49:32,鎮守府正面海域(1-1),3(Boss点),進撃,勝利S,敵主力艦隊,叢雲,无,加賀改(Lv.122),,加賀改(Lv.122),
2017/03/08 22:48:37,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,加賀改(Lv.122),,加賀改(Lv.122),
2017/03/08 22:47:25,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,時雨,无,加賀改(Lv.122),,加賀改(Lv.122),
2017/03/08 22:46:31,鎮守府正面海域(1-1),1(道中),出撃,完全勝利!!!S,敵偵察艦,,无,加賀改(Lv.122),,加賀改(Lv.122),
2017/03/08 22:44:19,鎮守府正面海域(1-1),2(道中),進撃,完全勝利!!!S,敵はぐれ艦隊,,无,加賀改(Lv.122),,加賀改(Lv.122),
